,age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
10233,51,Private,249644,Some-college,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,48,United-States,1
10234,60,?,230165,Bachelors,13,Married-civ-spouse,?,Husband,Black,1,0,0,40,United-States,0
10235,29,Private,351731,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
10236,37,Private,114765,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
10237,42,Private,349884,10th,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,United-States,0
10238,28,Self-emp-inc,204247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
10239,34,Private,143392,HS-grad,9,Never-married,Sales,Own-child,White,0,0,0,40,United-States,0
10240,50,Self-emp-not-inc,37913,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,Italy,1
10241,22,Self-emp-inc,150683,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,24,United-States,0
10242,27,Private,207611,HS-grad,9,Never-married,Other-service,Not-in-family,White,0,0,0,52,United-States,0
10243,45,State-gov,319666,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,0,0,0,43,United-States,0
10244,39,Private,155961,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,0,0,0,38,United-States,0
10245,25,Local-gov,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,35,United-States,0
10246,63,?,447079,HS-grad,9,Never-married,?,Not-in-family,White,1,0,0,15,United-States,0
10247,24,Self-emp-inc,142404,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
10248,18,Private,155752,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,30,United-States,0
10249,19,?,252292,HS-grad,9,Never-married,?,Own-child,White,1,0,0,40,United-States,0
10250,23,Private,111450,12th,8,Never-married,Other-service,Unmarried,Black,1,0,0,38,United-States,0
10251,20,Private,528616,5th-6th,3,Never-married,Other-service,Other-relative,White,1,0,0,40,Mexico,0
10252,17,Self-emp-not-inc,228786,10th,6,Never-married,Other-service,Own-child,White,0,0,0,24,United-States,0
10253,63,Self-emp-inc,80572,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,1
10254,28,Local-gov,180271,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,65,United-States,1
10255,51,Federal-gov,237819,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
10256,29,Private,157612,Bachelors,13,Never-married,Sales,Not-in-family,White,0,3325,0,45,United-States,0
10257,64,Private,379062,Some-college,10,Widowed,Adm-clerical,Unmarried,White,0,0,0,12,United-States,0
10258,17,Private,191910,10th,6,Never-married,Other-service,Own-child,White,1,0,0,25,United-States,0
10259,45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,0,6497,0,35,United-States,0
10260,18,Private,312353,12th,8,Never-married,Other-service,Own-child,Black,1,0,0,20,United-States,0
10261,31,Local-gov,213307,HS-grad,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
10262,48,Self-emp-not-inc,209057,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,1,0,0,50,United-States,1
10263,41,Private,340148,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,United-States,0
10264,65,Private,154171,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,1,20051,0,60,United-States,1
10265,27,Private,94064,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
10266,39,Private,119098,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
10267,51,Self-emp-not-inc,388496,Some-college,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,8,Puerto-Rico,1
10268,49,Private,181363,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,1
10269,58,?,210031,HS-grad,9,Divorced,?,Unmarried,White,1,0,0,40,United-States,0
10270,36,Private,206951,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,1902,45,United-States,1
10271,25,Private,485496,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,0,0,0,40,United-States,0
10272,41,Private,210259,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,0,0,0,37,United-States,0
10273,31,Private,118551,9th,5,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
10274,63,Private,180911,11th,7,Married-civ-spouse,Protective-serv,Husband,White,1,4386,0,37,United-States,1
10275,50,State-gov,242517,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
10276,63,Private,298113,Some-college,10,Divorced,Other-service,Not-in-family,White,1,0,0,40,United-States,0
10277,44,Self-emp-not-inc,277783,Masters,14,Never-married,Farming-fishing,Own-child,White,1,0,0,99,United-States,0
10278,48,Private,155862,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,65,United-States,0
10279,51,Self-emp-not-inc,171924,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
10280,18,Private,243900,HS-grad,9,Never-married,Adm-clerical,Own-child,White,0,0,0,15,United-States,0
10281,23,Private,231160,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,25,United-States,0
10282,31,Private,356882,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,5013,0,40,United-States,0
10283,38,Private,49020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10284,19,?,105460,Some-college,10,Never-married,?,Own-child,White,1,0,0,20,England,0
10285,56,Private,157749,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,60,United-States,1
10286,31,Private,131568,7th-8th,4,Divorced,Transport-moving,Unmarried,White,1,0,0,20,United-States,0
10287,46,Private,332355,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
10288,39,Private,204501,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
10289,56,Local-gov,305767,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,40,China,0
10290,31,Private,129761,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,0,0,0,40,United-States,0
10291,42,Self-emp-inc,130126,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1977,40,United-States,1
10292,53,Private,102828,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,United-States,1
10293,18,Private,160984,11th,7,Never-married,Other-service,Own-child,White,0,0,0,15,United-States,0
10294,18,?,255282,11th,7,Never-married,?,Own-child,Black,1,0,1602,48,United-States,0
10295,20,?,346341,Some-college,10,Never-married,?,Not-in-family,White,0,0,0,35,United-States,0
10296,27,Private,285897,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1848,45,United-States,1
10297,31,Private,356689,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,1,0,0,40,United-States,0
10298,52,Federal-gov,192386,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,5013,0,40,United-States,0
10299,46,Private,394860,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
10300,30,Private,113129,Some-college,10,Never-married,Other-service,Not-in-family,White,1,0,0,24,United-States,0
10301,26,Private,55929,Bachelors,13,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States,0
10302,48,Local-gov,177018,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
10303,37,Private,161141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,1
10304,29,Private,309463,9th,5,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10305,49,Private,165468,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,7688,0,55,United-States,1
10306,24,Private,49218,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
10307,74,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,2149,20,United-States,0
10308,56,Self-emp-not-inc,162130,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1887,67,United-States,1
10309,39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,1,0,1741,40,United-States,0
10310,21,Private,306850,HS-grad,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,United-States,0
10311,29,Private,135296,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,0,0,2258,45,United-States,1
10312,43,Self-emp-not-inc,187322,HS-grad,9,Divorced,Other-service,Unmarried,White,1,0,0,45,United-States,0
10313,23,Private,55674,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,0,2907,0,40,United-States,0
10314,26,Private,148298,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,0,0,0,50,United-States,0
10315,47,Private,34845,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,0
10316,27,Private,200733,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,55,United-States,0
10317,45,Private,191858,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,45,United-States,1
10318,30,Private,425528,HS-grad,9,Never-married,Protective-serv,Own-child,White,1,0,0,70,United-States,0
10319,35,Private,44780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,0,7688,0,20,United-States,1
10320,33,Private,125856,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10321,37,Private,100508,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,1
10322,21,Private,148294,HS-grad,9,Never-married,Farming-fishing,Own-child,White,1,0,0,20,United-States,0
10323,42,Private,39324,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
10324,48,Federal-gov,147397,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,36,United-States,0
10325,46,Private,24728,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,0,0,0,48,United-States,0
10326,36,Private,177616,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
10327,54,Private,163826,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
10328,25,Private,199947,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
10329,26,Local-gov,386949,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,25,United-States,0
10330,36,Self-emp-inc,116133,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,57,United-States,0
10331,56,Self-emp-not-inc,196307,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,20,United-States,0
10332,37,Private,177181,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10333,26,Private,324854,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,1
10334,23,Private,188505,Bachelors,13,Never-married,Other-service,Own-child,White,0,0,0,25,United-States,0
10335,23,State-gov,502316,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
10336,41,State-gov,26892,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,United-States,0
10337,55,Private,102058,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
10338,39,Private,167728,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
10339,67,Local-gov,233681,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,United-States,0
10340,60,Private,26756,HS-grad,9,Widowed,Sales,Not-in-family,White,0,0,0,50,United-States,0
10341,54,Private,101890,HS-grad,9,Widowed,Sales,Unmarried,White,0,0,0,40,United-States,0
10342,38,Private,192337,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,England,1
10343,47,Private,340982,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,3103,0,40,Philippines,1
10344,49,State-gov,102308,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,42,United-States,1
10345,19,Private,84747,HS-grad,9,Never-married,Sales,Own-child,White,0,0,0,24,United-States,0
10346,20,Private,197752,Some-college,10,Never-married,Craft-repair,Unmarried,White,1,0,0,40,United-States,0
10347,66,Private,185336,HS-grad,9,Widowed,Sales,Other-relative,White,0,0,0,35,United-States,0
10348,22,?,289984,Some-college,10,Never-married,?,Not-in-family,Black,0,0,0,25,United-States,0
10349,51,Self-emp-not-inc,125417,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,42,United-States,1
10350,19,Private,278480,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
10351,36,Private,146412,Some-college,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
10352,33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,1
10353,41,Private,53956,Bachelors,13,Divorced,Sales,Not-in-family,White,1,0,1980,56,United-States,0
10354,90,Private,175491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,9386,0,50,Ecuador,1
10355,78,?,33186,7th-8th,4,Married-civ-spouse,?,Husband,White,1,0,0,60,United-States,0
10356,36,Private,144154,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
10357,30,Private,194901,Prof-school,15,Divorced,Sales,Own-child,White,1,0,0,55,United-States,0
10358,35,Private,335777,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,Mexico,0
10359,46,Private,139268,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,1
10360,38,Private,33887,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,1,0,0,40,United-States,0
10361,24,Private,283613,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
10362,40,Private,141245,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,0,0,0,40,Puerto-Rico,0
10363,49,Private,298130,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
10364,19,Private,186096,HS-grad,9,Never-married,Other-service,Own-child,Black,1,0,0,30,United-States,0
10365,77,Private,187656,Some-college,10,Widowed,Priv-house-serv,Not-in-family,White,0,0,0,20,United-States,0
10366,46,Private,102308,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,56,United-States,1
10367,41,Private,124639,Some-college,10,Separated,Craft-repair,Not-in-family,Black,1,0,0,40,United-States,0
10368,28,Private,388112,1st-4th,2,Never-married,Farming-fishing,Unmarried,White,1,0,0,77,Mexico,0
10369,21,Private,109952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10370,24,Private,164529,12th,8,Never-married,Farming-fishing,Own-child,Black,1,0,0,40,United-States,0
10371,36,Private,247750,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,45,United-States,0
10372,23,State-gov,103588,Some-college,10,Never-married,Adm-clerical,Own-child,White,1,0,0,25,United-States,0
10373,38,Federal-gov,248919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,2051,40,United-States,0
10374,29,Self-emp-not-inc,178551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10375,38,Private,136137,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,1,0,0,50,United-States,1
10376,47,Federal-gov,55377,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,1,0,0,40,United-States,1
10377,39,Local-gov,177728,Masters,14,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
10378,40,Local-gov,243580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,48,United-States,0
10379,21,?,188535,Some-college,10,Never-married,?,Own-child,White,1,0,0,40,United-States,0
10380,32,Private,63910,HS-grad,9,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,0,40,United-States,0
10381,23,Private,219535,HS-grad,9,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States,0
10382,44,State-gov,180609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
10383,70,Private,170428,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,0,0,0,20,Puerto-Rico,0
10384,51,Private,102615,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,1,0,1977,40,United-States,1
10385,66,Private,193132,9th,5,Separated,Other-service,Not-in-family,Black,0,0,0,30,United-States,0
10386,57,Self-emp-inc,124137,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
10387,36,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,1
10388,48,Self-emp-inc,148995,Bachelors,13,Divorced,Sales,Not-in-family,White,1,0,0,60,United-States,1
10389,24,?,203076,HS-grad,9,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,0
10390,51,Private,63424,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,United-States,1
10391,43,Private,241895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
10392,27,Private,266973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States,0
10393,32,Private,188048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
10394,20,Private,366929,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,0,35,United-States,0
10395,33,Private,214129,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
10396,19,Private,250818,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,United-States,0
10397,32,Local-gov,240979,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States,1
10398,35,Private,98283,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,0,0,40,India,1
10399,26,Private,104746,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,5013,0,60,United-States,0
10400,39,Private,103710,HS-grad,9,Never-married,Sales,Unmarried,White,0,0,0,60,United-States,0
10401,24,Private,159580,Bachelors,13,Never-married,Other-service,Own-child,Black,0,0,0,75,United-States,0
10402,45,Private,117409,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
10403,20,Private,140001,Some-college,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States,0
10404,49,State-gov,31650,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,0,0,0,45,United-States,0
10405,35,State-gov,80771,Masters,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
10406,30,Private,66278,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
10407,23,Private,107801,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,1617,25,United-States,0
10408,33,Private,206609,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,0
10409,35,Private,282461,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,United-States,0
10410,31,Private,188246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,0
10411,20,Private,279763,11th,7,Never-married,Craft-repair,Not-in-family,Black,1,0,0,25,United-States,0
10412,44,Private,467799,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10413,33,Self-emp-not-inc,137674,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,1,0,0,40,United-States,0
10414,50,Private,158284,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
10415,25,Private,204219,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,Mexico,0
10416,28,State-gov,210498,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
10417,60,Federal-gov,63526,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,1,0,0,40,United-States,1
10418,38,Federal-gov,216924,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10419,38,Private,372559,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,40,United-States,0
10420,57,Federal-gov,199114,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,1,0,2258,40,United-States,0
10421,50,Private,168539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,1
10422,39,Local-gov,189911,11th,7,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
10423,69,Local-gov,61958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,1424,0,6,United-States,0
10424,51,State-gov,68898,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,1,0,2444,39,United-States,1
10425,42,Private,204450,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,40,United-States,0
10426,53,Private,311350,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
10427,37,Private,113750,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
10428,37,Private,359591,10th,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10429,38,Private,132879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,7298,0,50,United-States,1
10430,20,Private,301199,Some-college,10,Never-married,Other-service,Own-child,White,0,0,0,24,United-States,0
10431,38,State-gov,267540,Some-college,10,Separated,Adm-clerical,Unmarried,Black,0,0,0,38,United-States,0
10432,52,Private,185407,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,48,Poland,1
10433,48,Self-emp-inc,191277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
10434,30,Private,78980,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,1
10435,37,Self-emp-not-inc,241463,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1848,65,United-States,1
10436,47,Private,216999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States,0
10437,33,Local-gov,120508,Bachelors,13,Divorced,Protective-serv,Unmarried,White,0,0,0,60,Germany,0
10438,33,Private,122612,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,0,0,0,35,Thailand,0
10439,20,Private,94057,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,15,United-States,0
10440,41,State-gov,197558,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
10441,32,Private,351869,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,1485,45,United-States,1
10442,36,Federal-gov,184556,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States,0
10443,46,Private,268281,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
10444,45,Private,235646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
10445,18,Private,186909,Some-college,10,Never-married,Other-service,Own-child,White,0,0,0,16,United-States,0
10446,62,Private,35783,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,0
10447,33,Private,188861,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
10448,42,Private,363591,HS-grad,9,Divorced,Craft-repair,Unmarried,White,1,0,0,40,United-States,0
10449,18,Private,469921,Some-college,10,Never-married,Prof-specialty,Own-child,White,0,0,0,40,United-States,0
10450,32,Private,51150,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
10451,43,Private,174325,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,United-States,0
10452,20,Private,347530,HS-grad,9,Never-married,Other-service,Unmarried,Black,0,0,0,25,United-States,0
10453,50,Private,72351,Bachelors,13,Divorced,Sales,Not-in-family,White,1,0,0,45,United-States,0
10454,36,Private,188571,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
10455,22,Private,255252,HS-grad,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
10456,30,Private,291951,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,40,United-States,0
10457,33,Self-emp-not-inc,223046,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
10458,43,Local-gov,37937,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,43,United-States,0
10459,38,Private,295127,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
10460,34,Local-gov,183801,Bachelors,13,Never-married,Other-service,Not-in-family,White,1,0,0,14,United-States,0
10461,40,Private,116218,Some-college,10,Separated,Adm-clerical,Unmarried,White,0,0,0,45,United-States,0
10462,40,Private,143069,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
10463,41,Local-gov,235951,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
10464,57,Private,112840,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,1
10465,65,Local-gov,146454,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1648,4,Greece,0
10466,52,Federal-gov,43705,Some-college,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,50,United-States,0
10467,59,Private,122283,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,99999,0,40,India,1
10468,18,Private,376647,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,1,2176,0,25,United-States,0
10469,48,Private,101299,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States,0
10470,45,Private,96798,5th-6th,3,Divorced,Transport-moving,Unmarried,White,1,0,0,40,United-States,0
10471,24,Private,194654,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
10472,27,State-gov,206889,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,1,0,0,40,United-States,0
10473,40,Private,226902,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,50,United-States,1
10474,44,State-gov,150755,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,1,5013,0,40,United-States,0
10475,24,Private,200679,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,1,0,0,50,United-States,0
10476,71,Private,183678,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,16,United-States,0
10477,17,Private,33138,12th,8,Never-married,Sales,Own-child,White,1,0,0,40,United-States,0
10478,57,Self-emp-not-inc,57071,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,3137,0,40,United-States,0
10479,71,?,35303,Bachelors,13,Married-civ-spouse,?,Husband,White,1,9386,0,30,United-States,1
10480,33,Private,169496,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
10481,41,Private,58124,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
